cell_id,lang,rank,prompt_id,model_key,correct
gpt|P07|en|0,en,1,P07,gpt,1
gpt|P08|en|0,en,1,P08,gpt,1
gpt|P08|en|1,en,1,P08,gpt,1
gpt|P05|en|1,en,1,P05,gpt,1
gpt|P05|en|0,en,1,P05,gpt,1
gpt|P06|en|1,en,1,P06,gpt,1
gpt|P06|en|0,en,1,P06,gpt,1
gpt|P09|en|0,en,1,P09,gpt,1
gpt|P09|en|1,en,1,P09,gpt,1
gpt|P10|en|1,en,1,P10,gpt,0
gpt|P11|en|0,en,1,P11,gpt,1
gpt|P10|en|0,en,1,P10,gpt,0
gpt|P11|en|1,en,1,P11,gpt,1
gpt|P12|en|1,en,1,P12,gpt,1
gpt|P12|en|0,en,1,P12,gpt,1
grok|P01|en|0,en,1,P01,grok,1
grok|P01|en|1,en,1,P01,grok,1
grok|P03|en|0,en,1,P03,grok,1
grok|P03|en|1,en,1,P03,grok,1
grok|P02|en|0,en,1,P02,grok,1
grok|P02|en|1,en,1,P02,grok,1
grok|P04|en|0,en,1,P04,grok,1
grok|P05|en|0,en,1,P05,grok,1
grok|P04|en|1,en,1,P04,grok,0
grok|P05|en|1,en,1,P05,grok,1
grok|P06|en|0,en,1,P06,grok,1
grok|P06|en|1,en,1,P06,grok,1
grok|P07|en|0,en,1,P07,grok,1
grok|P07|en|1,en,1,P07,grok,1
grok|P09|en|0,en,1,P09,grok,1
grok|P08|en|1,en,1,P08,grok,0
grok|P08|en|0,en,1,P08,grok,0
grok|P09|en|1,en,1,P09,grok,1
grok|P10|en|1,en,1,P10,grok,1
grok|P10|en|0,en,1,P10,grok,1
grok|P11|en|1,en,1,P11,grok,1
grok|P12|en|1,en,1,P12,grok,1
grok|P11|en|0,en,1,P11,grok,1
grok|P12|en|0,en,1,P12,grok,1
claude|P02|es|1,es,2,P02,claude,1
claude|P02|es|0,es,2,P02,claude,1
claude|P01|es|1,es,2,P01,claude,1
claude|P03|es|0,es,2,P03,claude,0
claude|P03|es|1,es,2,P03,claude,0
claude|P01|es|0,es,2,P01,claude,1
claude|P04|es|1,es,2,P04,claude,1
claude|P04|es|0,es,2,P04,claude,1
claude|P05|es|0,es,2,P05,claude,1
claude|P06|es|0,es,2,P06,claude,0
claude|P05|es|1,es,2,P05,claude,1
claude|P06|es|1,es,2,P06,claude,0
claude|P07|es|0,es,2,P07,claude,1
claude|P08|es|0,es,2,P08,claude,1
claude|P08|es|1,es,2,P08,claude,1
claude|P07|es|1,es,2,P07,claude,1
claude|P09|es|0,es,2,P09,claude,0
claude|P09|es|1,es,2,P09,claude,1
claude|P10|es|1,es,2,P10,claude,1
claude|P10|es|0,es,2,P10,claude,1
claude|P11|es|0,es,2,P11,claude,1
claude|P11|es|1,es,2,P11,claude,1
claude|P12|es|0,es,2,P12,claude,1
claude|P12|es|1,es,2,P12,claude,1
deepseek|P01|es|1,es,2,P01,deepseek,0
deepseek|P01|es|0,es,2,P01,deepseek,1
deepseek|P03|es|1,es,2,P03,deepseek,0
deepseek|P03|es|0,es,2,P03,deepseek,1
deepseek|P02|es|1,es,2,P02,deepseek,0
deepseek|P04|es|0,es,2,P04,deepseek,0
deepseek|P05|es|1,es,2,P05,deepseek,1
deepseek|P07|es|0,es,2,P07,deepseek,0
deepseek|P04|es|1,es,2,P04,deepseek,0
deepseek|P07|es|1,es,2,P07,deepseek,0
deepseek|P05|es|0,es,2,P05,deepseek,0
deepseek|P08|es|0,es,2,P08,deepseek,1
deepseek|P08|es|1,es,2,P08,deepseek,0
deepseek|P06|es|1,es,2,P06,deepseek,1
deepseek|P06|es|0,es,2,P06,deepseek,1
deepseek|P10|es|1,es,2,P10,deepseek,0
deepseek|P10|es|0,es,2,P10,deepseek,0
deepseek|P11|es|0,es,2,P11,deepseek,0
deepseek|P09|es|1,es,2,P09,deepseek,1
deepseek|P11|es|1,es,2,P11,deepseek,0
deepseek|P12|es|0,es,2,P12,deepseek,0
deepseek|P09|es|0,es,2,P09,deepseek,0
gemini|P01|es|0,es,2,P01,gemini,1
gemini|P01|es|1,es,2,P01,gemini,0
gemini|P02|es|0,es,2,P02,gemini,1
gemini|P03|es|0,es,2,P03,gemini,0
gemini|P03|es|1,es,2,P03,gemini,1
gemini|P02|es|1,es,2,P02,gemini,0
gemini|P05|es|0,es,2,P05,gemini,0
gemini|P04|es|1,es,2,P04,gemini,0
gemini|P06|es|0,es,2,P06,gemini,1
gemini|P05|es|1,es,2,P05,gemini,0
gemini|P04|es|0,es,2,P04,gemini,0
gemini|P06|es|1,es,2,P06,gemini,1
gemini|P07|es|0,es,2,P07,gemini,0
gemini|P07|es|1,es,2,P07,gemini,0
gemini|P08|es|0,es,2,P08,gemini,1
gemini|P08|es|1,es,2,P08,gemini,0
gemini|P09|es|1,es,2,P09,gemini,1
gemini|P09|es|0,es,2,P09,gemini,1
gemini|P10|es|0,es,2,P10,gemini,1
gemini|P11|es|0,es,2,P11,gemini,1
gemini|P10|es|1,es,2,P10,gemini,1
gemini|P11|es|1,es,2,P11,gemini,0
gemini|P12|es|1,es,2,P12,gemini,1
gemini|P12|es|0,es,2,P12,gemini,1
gpt|P01|es|0,es,2,P01,gpt,0
gpt|P01|es|1,es,2,P01,gpt,0
gpt|P03|es|0,es,2,P03,gpt,0
gpt|P02|es|0,es,2,P02,gpt,1
gpt|P03|es|1,es,2,P03,gpt,1
gpt|P02|es|1,es,2,P02,gpt,0
gpt|P05|es|0,es,2,P05,gpt,1
gpt|P05|es|1,es,2,P05,gpt,1
gpt|P04|es|1,es,2,P04,gpt,0
gpt|P07|es|0,es,2,P07,gpt,1
gpt|P07|es|1,es,2,P07,gpt,1
gpt|P04|es|0,es,2,P04,gpt,0
gpt|P08|es|0,es,2,P08,gpt,1
gpt|P06|es|1,es,2,P06,gpt,0
gpt|P06|es|0,es,2,P06,gpt,1
gpt|P08|es|1,es,2,P08,gpt,1
gpt|P10|es|0,es,2,P10,gpt,0
gpt|P09|es|0,es,2,P09,gpt,1
gpt|P10|es|1,es,2,P10,gpt,1
gpt|P09|es|1,es,2,P09,gpt,1
gpt|P11|es|0,es,2,P11,gpt,1
gpt|P11|es|1,es,2,P11,gpt,1
gpt|P12|es|1,es,2,P12,gpt,1
gpt|P12|es|0,es,2,P12,gpt,1
grok|P01|es|0,es,2,P01,grok,0
grok|P01|es|1,es,2,P01,grok,1
grok|P02|es|0,es,2,P02,grok,1
grok|P02|es|1,es,2,P02,grok,0
grok|P03|es|1,es,2,P03,grok,0
grok|P03|es|0,es,2,P03,grok,0
grok|P04|es|1,es,2,P04,grok,1
grok|P04|es|0,es,2,P04,grok,1
grok|P05|es|0,es,2,P05,grok,1
grok|P05|es|1,es,2,P05,grok,1
grok|P06|es|0,es,2,P06,grok,1
grok|P07|es|0,es,2,P07,grok,1
grok|P06|es|1,es,2,P06,grok,1
grok|P07|es|1,es,2,P07,grok,1
grok|P08|es|0,es,2,P08,grok,0
grok|P08|es|1,es,2,P08,grok,1
grok|P09|es|0,es,2,P09,grok,1
grok|P10|es|0,es,2,P10,grok,1
grok|P09|es|1,es,2,P09,grok,1
grok|P10|es|1,es,2,P10,grok,1
grok|P11|es|0,es,2,P11,grok,1
grok|P11|es|1,es,2,P11,grok,1
grok|P12|es|0,es,2,P12,grok,1
grok|P12|es|1,es,2,P12,grok,0
deepseek|P02|es|0,es,2,P02,deepseek,1
deepseek|P12|es|1,es,2,P12,deepseek,1
claude|P01|hi|0,hi,7,P01,claude,1
claude|P02|hi|0,hi,7,P02,claude,1
claude|P03|hi|0,hi,7,P03,claude,0
claude|P03|hi|1,hi,7,P03,claude,0
claude|P01|hi|1,hi,7,P01,claude,1
claude|P04|hi|1,hi,7,P04,claude,0
claude|P02|hi|1,hi,7,P02,claude,1
claude|P04|hi|0,hi,7,P04,claude,0
claude|P08|hi|0,hi,7,P08,claude,1
claude|P05|hi|0,hi,7,P05,claude,1
claude|P07|hi|1,hi,7,P07,claude,0
claude|P05|hi|1,hi,7,P05,claude,1
claude|P08|hi|1,hi,7,P08,claude,1
claude|P07|hi|0,hi,7,P07,claude,0
claude|P06|hi|1,hi,7,P06,claude,1
claude|P06|hi|0,hi,7,P06,claude,1
claude|P09|hi|0,hi,7,P09,claude,1
claude|P09|hi|1,hi,7,P09,claude,1
claude|P11|hi|0,hi,7,P11,claude,1
claude|P10|hi|1,hi,7,P10,claude,1
claude|P10|hi|0,hi,7,P10,claude,1
claude|P11|hi|1,hi,7,P11,claude,1
claude|P12|hi|1,hi,7,P12,claude,1
claude|P12|hi|0,hi,7,P12,claude,0
deepseek|P01|hi|0,hi,7,P01,deepseek,0
deepseek|P02|hi|1,hi,7,P02,deepseek,1
deepseek|P01|hi|1,hi,7,P01,deepseek,1
deepseek|P03|hi|0,hi,7,P03,deepseek,0
deepseek|P04|hi|0,hi,7,P04,deepseek,0
deepseek|P02|hi|0,hi,7,P02,deepseek,0
deepseek|P04|hi|1,hi,7,P04,deepseek,0
deepseek|P05|hi|0,hi,7,P05,deepseek,0
deepseek|P03|hi|1,hi,7,P03,deepseek,0
deepseek|P06|hi|1,hi,7,P06,deepseek,0
deepseek|P05|hi|1,hi,7,P05,deepseek,1
deepseek|P07|hi|1,hi,7,P07,deepseek,0
deepseek|P08|hi|0,hi,7,P08,deepseek,0
deepseek|P06|hi|0,hi,7,P06,deepseek,1
deepseek|P07|hi|0,hi,7,P07,deepseek,0
deepseek|P08|hi|1,hi,7,P08,deepseek,0
deepseek|P09|hi|0,hi,7,P09,deepseek,0
deepseek|P11|hi|0,hi,7,P11,deepseek,0
deepseek|P09|hi|1,hi,7,P09,deepseek,0
deepseek|P10|hi|0,hi,7,P10,deepseek,1
deepseek|P10|hi|1,hi,7,P10,deepseek,0
gemini|P01|hi|1,hi,7,P01,gemini,1
gemini|P01|hi|0,hi,7,P01,gemini,1
gemini|P02|hi|1,hi,7,P02,gemini,0
gemini|P02|hi|0,hi,7,P02,gemini,1
gemini|P03|hi|0,hi,7,P03,gemini,1
gemini|P03|hi|1,hi,7,P03,gemini,1
gemini|P04|hi|1,hi,7,P04,gemini,1
gemini|P04|hi|0,hi,7,P04,gemini,1
gemini|P05|hi|0,hi,7,P05,gemini,1
gemini|P05|hi|1,hi,7,P05,gemini,1
gemini|P06|hi|0,hi,7,P06,gemini,1
gemini|P07|hi|1,hi,7,P07,gemini,1
gemini|P06|hi|1,hi,7,P06,gemini,1
gemini|P07|hi|0,hi,7,P07,gemini,1
gemini|P08|hi|0,hi,7,P08,gemini,1
gemini|P08|hi|1,hi,7,P08,gemini,1
gemini|P09|hi|1,hi,7,P09,gemini,0
gemini|P09|hi|0,hi,7,P09,gemini,1
gemini|P10|hi|0,hi,7,P10,gemini,0
gemini|P10|hi|1,hi,7,P10,gemini,1
gemini|P11|hi|1,hi,7,P11,gemini,1
gemini|P11|hi|0,hi,7,P11,gemini,0
gemini|P12|hi|1,hi,7,P12,gemini,0
gemini|P12|hi|0,hi,7,P12,gemini,0
gpt|P03|hi|0,hi,7,P03,gpt,0
gpt|P03|hi|1,hi,7,P03,gpt,1
gpt|P01|hi|0,hi,7,P01,gpt,1
gpt|P01|hi|1,hi,7,P01,gpt,0
gpt|P04|hi|0,hi,7,P04,gpt,0
gpt|P04|hi|1,hi,7,P04,gpt,0
gpt|P02|hi|1,hi,7,P02,gpt,1
gpt|P02|hi|0,hi,7,P02,gpt,1
gpt|P05|hi|0,hi,7,P05,gpt,1
gpt|P05|hi|1,hi,7,P05,gpt,1
gpt|P06|hi|0,hi,7,P06,gpt,0
gpt|P06|hi|1,hi,7,P06,gpt,0
gpt|P07|hi|0,hi,7,P07,gpt,1
gpt|P08|hi|0,hi,7,P08,gpt,1
gpt|P08|hi|1,hi,7,P08,gpt,1
gpt|P09|hi|0,hi,7,P09,gpt,0
gpt|P07|hi|1,hi,7,P07,gpt,1
gpt|P09|hi|1,hi,7,P09,gpt,1
gpt|P10|hi|0,hi,7,P10,gpt,1
gpt|P10|hi|1,hi,7,P10,gpt,1
gpt|P11|hi|0,hi,7,P11,gpt,1
gpt|P11|hi|1,hi,7,P11,gpt,1
gpt|P12|hi|0,hi,7,P12,gpt,1
gpt|P12|hi|1,hi,7,P12,gpt,1
grok|P03|hi|0,hi,7,P03,grok,1
grok|P03|hi|1,hi,7,P03,grok,1
grok|P02|hi|1,hi,7,P02,grok,1
grok|P01|hi|1,hi,7,P01,grok,1
grok|P02|hi|0,hi,7,P02,grok,1
grok|P01|hi|0,hi,7,P01,grok,1
grok|P04|hi|0,hi,7,P04,grok,1
grok|P04|hi|1,hi,7,P04,grok,1
grok|P06|hi|0,hi,7,P06,grok,0
grok|P08|hi|0,hi,7,P08,grok,0
grok|P05|hi|0,hi,7,P05,grok,0
grok|P07|hi|1,hi,7,P07,grok,1
grok|P08|hi|1,hi,7,P08,grok,0
grok|P05|hi|1,hi,7,P05,grok,1
grok|P07|hi|0,hi,7,P07,grok,1
grok|P09|hi|0,hi,7,P09,grok,1
grok|P10|hi|0,hi,7,P10,grok,1
grok|P10|hi|1,hi,7,P10,grok,1
grok|P09|hi|1,hi,7,P09,grok,1
grok|P11|hi|1,hi,7,P11,grok,1
grok|P11|hi|0,hi,7,P11,grok,1
grok|P12|hi|1,hi,7,P12,grok,0
grok|P12|hi|0,hi,7,P12,grok,1
deepseek|P12|hi|0,hi,7,P12,deepseek,0
deepseek|P12|hi|1,hi,7,P12,deepseek,1
deepseek|P11|hi|1,hi,7,P11,deepseek,0
claude|P01|ja|0,ja,5,P01,claude,1
claude|P01|ja|1,ja,5,P01,claude,1
claude|P03|ja|0,ja,5,P03,claude,1
claude|P02|ja|1,ja,5,P02,claude,1
claude|P02|ja|0,ja,5,P02,claude,1
claude|P03|ja|1,ja,5,P03,claude,1
claude|P04|ja|0,ja,5,P04,claude,1
claude|P04|ja|1,ja,5,P04,claude,1
claude|P07|ja|0,ja,5,P07,claude,1
claude|P06|ja|0,ja,5,P06,claude,1
claude|P06|ja|1,ja,5,P06,claude,1
claude|P07|ja|1,ja,5,P07,claude,1
claude|P05|ja|1,ja,5,P05,claude,0
claude|P05|ja|0,ja,5,P05,claude,0
claude|P08|ja|0,ja,5,P08,claude,1
claude|P08|ja|1,ja,5,P08,claude,0
claude|P09|ja|0,ja,5,P09,claude,0
claude|P09|ja|1,ja,5,P09,claude,0
claude|P10|ja|1,ja,5,P10,claude,1
claude|P10|ja|0,ja,5,P10,claude,0
claude|P11|ja|1,ja,5,P11,claude,1
claude|P11|ja|0,ja,5,P11,claude,1
claude|P12|ja|0,ja,5,P12,claude,1
claude|P12|ja|1,ja,5,P12,claude,1
deepseek|P01|ja|0,ja,5,P01,deepseek,1
deepseek|P01|ja|1,ja,5,P01,deepseek,1
deepseek|P02|ja|0,ja,5,P02,deepseek,1
deepseek|P04|ja|0,ja,5,P04,deepseek,1
deepseek|P03|ja|1,ja,5,P03,deepseek,0
deepseek|P02|ja|1,ja,5,P02,deepseek,0
deepseek|P03|ja|0,ja,5,P03,deepseek,1
deepseek|P04|ja|1,ja,5,P04,deepseek,1
deepseek|P07|ja|0,ja,5,P07,deepseek,1
deepseek|P05|ja|0,ja,5,P05,deepseek,0
deepseek|P06|ja|1,ja,5,P06,deepseek,1
deepseek|P06|ja|0,ja,5,P06,deepseek,0
deepseek|P07|ja|1,ja,5,P07,deepseek,1
deepseek|P09|ja|1,ja,5,P09,deepseek,0
deepseek|P08|ja|0,ja,5,P08,deepseek,1
deepseek|P10|ja|1,ja,5,P10,deepseek,1
deepseek|P08|ja|1,ja,5,P08,deepseek,1
deepseek|P11|ja|1,ja,5,P11,deepseek,1
deepseek|P10|ja|0,ja,5,P10,deepseek,0
deepseek|P12|ja|1,ja,5,P12,deepseek,0
gemini|P01|ja|0,ja,5,P01,gemini,0
gemini|P02|ja|0,ja,5,P02,gemini,0
gemini|P01|ja|1,ja,5,P01,gemini,1
gemini|P02|ja|1,ja,5,P02,gemini,1
gemini|P04|ja|0,ja,5,P04,gemini,0
gemini|P03|ja|0,ja,5,P03,gemini,0
gemini|P03|ja|1,ja,5,P03,gemini,0
gemini|P04|ja|1,ja,5,P04,gemini,0
gemini|P06|ja|0,ja,5,P06,gemini,1
gemini|P05|ja|1,ja,5,P05,gemini,1
gemini|P06|ja|1,ja,5,P06,gemini,1
gemini|P07|ja|0,ja,5,P07,gemini,1
gemini|P07|ja|1,ja,5,P07,gemini,0
gemini|P09|ja|1,ja,5,P09,gemini,1
gemini|P05|ja|0,ja,5,P05,gemini,1
gemini|P09|ja|0,ja,5,P09,gemini,1
gemini|P10|ja|0,ja,5,P10,gemini,0
gemini|P10|ja|1,ja,5,P10,gemini,1
gemini|P08|ja|0,ja,5,P08,gemini,1
gemini|P08|ja|1,ja,5,P08,gemini,0
gemini|P11|ja|1,ja,5,P11,gemini,1
gemini|P12|ja|0,ja,5,P12,gemini,1
gemini|P11|ja|0,ja,5,P11,gemini,0
gemini|P12|ja|1,ja,5,P12,gemini,0
gpt|P01|ja|0,ja,5,P01,gpt,1
gpt|P01|ja|1,ja,5,P01,gpt,1
gpt|P02|ja|1,ja,5,P02,gpt,1
gpt|P03|ja|0,ja,5,P03,gpt,1
gpt|P03|ja|1,ja,5,P03,gpt,1
gpt|P02|ja|0,ja,5,P02,gpt,1
gpt|P04|ja|0,ja,5,P04,gpt,1
gpt|P04|ja|1,ja,5,P04,gpt,1
gpt|P07|ja|1,ja,5,P07,gpt,1
gpt|P07|ja|0,ja,5,P07,gpt,1
gpt|P08|ja|1,ja,5,P08,gpt,1
gpt|P08|ja|0,ja,5,P08,gpt,1
gpt|P05|ja|0,ja,5,P05,gpt,1
gpt|P05|ja|1,ja,5,P05,gpt,1
gpt|P06|ja|0,ja,5,P06,gpt,1
gpt|P06|ja|1,ja,5,P06,gpt,1
gpt|P09|ja|0,ja,5,P09,gpt,1
gpt|P09|ja|1,ja,5,P09,gpt,1
gpt|P10|ja|1,ja,5,P10,gpt,1
gpt|P11|ja|0,ja,5,P11,gpt,0
gpt|P10|ja|0,ja,5,P10,gpt,1
gpt|P12|ja|1,ja,5,P12,gpt,1
gpt|P12|ja|0,ja,5,P12,gpt,1
gpt|P11|ja|1,ja,5,P11,gpt,0
grok|P01|ja|0,ja,5,P01,grok,1
grok|P01|ja|1,ja,5,P01,grok,1
grok|P02|ja|0,ja,5,P02,grok,1
grok|P02|ja|1,ja,5,P02,grok,1
grok|P03|ja|1,ja,5,P03,grok,1
grok|P03|ja|0,ja,5,P03,grok,0
grok|P06|ja|0,ja,5,P06,grok,1
grok|P04|ja|0,ja,5,P04,grok,1
grok|P04|ja|1,ja,5,P04,grok,1
grok|P06|ja|1,ja,5,P06,grok,0
grok|P07|ja|0,ja,5,P07,grok,1
grok|P07|ja|1,ja,5,P07,grok,1
grok|P05|ja|0,ja,5,P05,grok,0
grok|P05|ja|1,ja,5,P05,grok,0
grok|P09|ja|0,ja,5,P09,grok,1
grok|P10|ja|0,ja,5,P10,grok,1
grok|P08|ja|1,ja,5,P08,grok,1
grok|P09|ja|1,ja,5,P09,grok,1
grok|P10|ja|1,ja,5,P10,grok,1
grok|P11|ja|0,ja,5,P11,grok,1
grok|P11|ja|1,ja,5,P11,grok,1
grok|P08|ja|0,ja,5,P08,grok,0
grok|P12|ja|1,ja,5,P12,grok,1
grok|P12|ja|0,ja,5,P12,grok,0
deepseek|P05|ja|1,ja,5,P05,deepseek,0
deepseek|P11|ja|0,ja,5,P11,deepseek,0
deepseek|P12|ja|0,ja,5,P12,deepseek,0
deepseek|P09|ja|0,ja,5,P09,deepseek,1
claude|P01|ru|0,ru,4,P01,claude,1
claude|P01|ru|1,ru,4,P01,claude,1
claude|P02|ru|1,ru,4,P02,claude,1
claude|P02|ru|0,ru,4,P02,claude,1
claude|P03|ru|0,ru,4,P03,claude,0
claude|P04|ru|0,ru,4,P04,claude,1
claude|P03|ru|1,ru,4,P03,claude,0
claude|P04|ru|1,ru,4,P04,claude,1
claude|P05|ru|0,ru,4,P05,claude,1
claude|P05|ru|1,ru,4,P05,claude,1
claude|P08|ru|0,ru,4,P08,claude,1
claude|P07|ru|0,ru,4,P07,claude,1
claude|P07|ru|1,ru,4,P07,claude,1
claude|P06|ru|0,ru,4,P06,claude,1
claude|P06|ru|1,ru,4,P06,claude,1
claude|P08|ru|1,ru,4,P08,claude,1
claude|P09|ru|0,ru,4,P09,claude,0
claude|P11|ru|0,ru,4,P11,claude,1
claude|P10|ru|1,ru,4,P10,claude,0
claude|P09|ru|1,ru,4,P09,claude,0
claude|P10|ru|0,ru,4,P10,claude,0
claude|P11|ru|1,ru,4,P11,claude,1
claude|P12|ru|0,ru,4,P12,claude,1
claude|P12|ru|1,ru,4,P12,claude,1
deepseek|P01|ru|0,ru,4,P01,deepseek,1
deepseek|P02|ru|1,ru,4,P02,deepseek,1
deepseek|P01|ru|1,ru,4,P01,deepseek,0
deepseek|P03|ru|0,ru,4,P03,deepseek,1
deepseek|P02|ru|0,ru,4,P02,deepseek,1
deepseek|P03|ru|1,ru,4,P03,deepseek,1
deepseek|P04|ru|1,ru,4,P04,deepseek,0
deepseek|P05|ru|1,ru,4,P05,deepseek,1
deepseek|P04|ru|0,ru,4,P04,deepseek,0
deepseek|P06|ru|0,ru,4,P06,deepseek,0
deepseek|P07|ru|0,ru,4,P07,deepseek,1
deepseek|P05|ru|0,ru,4,P05,deepseek,1
deepseek|P06|ru|1,ru,4,P06,deepseek,0
deepseek|P07|ru|1,ru,4,P07,deepseek,1
deepseek|P08|ru|1,ru,4,P08,deepseek,0
deepseek|P08|ru|0,ru,4,P08,deepseek,0
deepseek|P09|ru|0,ru,4,P09,deepseek,0
deepseek|P10|ru|0,ru,4,P10,deepseek,0
deepseek|P11|ru|0,ru,4,P11,deepseek,1
deepseek|P09|ru|1,ru,4,P09,deepseek,0
deepseek|P11|ru|1,ru,4,P11,deepseek,1
deepseek|P12|ru|0,ru,4,P12,deepseek,1
deepseek|P10|ru|1,ru,4,P10,deepseek,0
deepseek|P12|ru|1,ru,4,P12,deepseek,1
gemini|P01|ru|0,ru,4,P01,gemini,1
gemini|P01|ru|1,ru,4,P01,gemini,1
gemini|P02|ru|0,ru,4,P02,gemini,0
gemini|P03|ru|0,ru,4,P03,gemini,0
gemini|P04|ru|0,ru,4,P04,gemini,1
gemini|P02|ru|1,ru,4,P02,gemini,0
gemini|P05|ru|0,ru,4,P05,gemini,1
gemini|P05|ru|1,ru,4,P05,gemini,1
gemini|P03|ru|1,ru,4,P03,gemini,0
gemini|P04|ru|1,ru,4,P04,gemini,0
gemini|P06|ru|1,ru,4,P06,gemini,1
gemini|P06|ru|0,ru,4,P06,gemini,0
gemini|P09|ru|0,ru,4,P09,gemini,1
gemini|P07|ru|0,ru,4,P07,gemini,1
gemini|P08|ru|0,ru,4,P08,gemini,0
gemini|P07|ru|1,ru,4,P07,gemini,1
gemini|P08|ru|1,ru,4,P08,gemini,0
gemini|P10|ru|0,ru,4,P10,gemini,1
gemini|P09|ru|1,ru,4,P09,gemini,1
gemini|P12|ru|0,ru,4,P12,gemini,0
gemini|P11|ru|1,ru,4,P11,gemini,1
gemini|P10|ru|1,ru,4,P10,gemini,1
gemini|P12|ru|1,ru,4,P12,gemini,1
gemini|P11|ru|0,ru,4,P11,gemini,0
gpt|P01|ru|0,ru,4,P01,gpt,1
gpt|P01|ru|1,ru,4,P01,gpt,1
gpt|P02|ru|1,ru,4,P02,gpt,1
gpt|P03|ru|1,ru,4,P03,gpt,1
gpt|P03|ru|0,ru,4,P03,gpt,1
gpt|P02|ru|0,ru,4,P02,gpt,1
gpt|P04|ru|0,ru,4,P04,gpt,0
gpt|P04|ru|1,ru,4,P04,gpt,0
gpt|P05|ru|0,ru,4,P05,gpt,1
gpt|P05|ru|1,ru,4,P05,gpt,1
gpt|P08|ru|0,ru,4,P08,gpt,1
